1/25 0:26:41|ChromeMainFrame|createBrowserWindowWithListener|constructor called.
1/25 0:27:56|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629876171
1/25 0:27:56|Utils|convertToSecond method called|time = 74242.0
1/25 0:27:56|Utils|isSplit|Method called.
1/25 0:27:56|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:27:56|Utils|isSplit|Splitting for method GET = false
1/25 0:27:56|Utils|isSplit|result = false
1/25 0:27:56|Utils|isSplitForTimeDiff|Method called.
1/25 0:27:56|Utils|isSplit|Splitting for time 0.8810000000000002 = false
1/25 0:27:56|Utils|isSplit|result = false
1/25 0:27:56|Utils|isSplitForURLType|Method called.
1/25 0:27:56|Utils|isSplitForURLType|value = false
1/25 0:27:56|Utils|isSplitForURLType|value = true
1/25 0:27:56|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for URL type = http://172.24.1.4:8086/api/v2/labels?orgID=01388c43be91e8d9
1/25 0:27:56|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629876171
1/25 0:27:56|Utils|convertToSecond method called|time = 74242.0
1/25 0:27:56|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629876171
1/25 0:27:56|Utils|convertToSecond method called|time = 74242.0
1/25 0:27:56|Utils|getURLTracker|urlString = http://172.24.1.4:8086/api/v2/tasks?orgID=01388c43be91e8d9&limit=500, requestOrResponce = response
1/25 0:27:56|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629876180
1/25 0:27:56|Utils|convertToSecond method called|time = 74251.0
1/25 0:27:56|Utils|isSplit|Method called.
1/25 0:27:56|Utils|isSplit|Splitting for method GET = false
1/25 0:27:56|Utils|isSplit|result = false
1/25 0:27:56|Utils|isSplitForTimeDiff|Method called.
1/25 0:27:56|Utils|isSplit|result = false
1/25 0:27:56|Utils|isSplitForURLType|Method called.
1/25 0:27:56|Utils|isSplitForURLType|value = true
1/25 0:27:56|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for URL type = http://172.24.1.4:8086/api/v2/tasks?orgID=01388c43be91e8d9&limit=500
1/25 0:27:56|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629876180
1/25 0:27:56|Utils|convertToSecond method called|time = 74251.0
1/25 0:27:56|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629876180
1/25 0:27:56|Utils|convertToSecond method called|time = 74251.0
1/25 0:27:56|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\kanhucharan.ghadai\Desktop\recorder\\scripts\workspace/admin/system/cavisson/default/default/scripts/influxdbook\dump\flow\172.24.1.4_8086/api/v2/
1/25 0:27:56|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\kanhucharan.ghadai\Desktop\recorder\\scripts\workspace/admin/system/cavisson/default/default/scripts/influxdbook\dump\flow\172.24.1.4_8086/api/v2/
1/25 0:27:57|ChromeCClickListener|handleEvent|Method Called.
1/25 0:27:57|ChromeCClickListener|dumpEvent|Method Called. Event Type: value: "click"

 Tag Name = SPAN
1/25 0:27:57|ChromeCClickListener|addSpanElement|Method Called.
1/25 0:27:57|Utils|setRecordingComments|method called.
1/25 0:27:59|ChromeCClickListener|handleEvent|Method Called.
1/25 0:27:59|ChromeCClickListener|dumpEvent|Method Called. Event Type: value: "click"

 Tag Name = SPAN
1/25 0:27:59|ChromeCClickListener|addSpanElement|Method Called.
1/25 0:27:59|Utils|setRecordingComments|method called.
1/25 0:27:59|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9
1/25 0:27:59|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9  ===== Begin = 1674629879351
1/25 0:27:59|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9, requestOrResponce = snapShot
1/25 0:27:59|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9/tasks
1/25 0:27:59|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9/tasks  ===== Begin = 1674629879351
1/25 0:27:59|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9/tasks, requestOrResponce = snapShot
1/25 0:27:59|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9
1/25 0:27:59|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9  ===== Begin = 1674629879359
1/25 0:27:59|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9, requestOrResponce = snapShot
1/25 0:27:59|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
1/25 0:27:59|ChromeRecordingHttpListener|onBeforeSendHeaders for url = http://172.24.1.4:8086/api/v2/dashboards?orgID=01388c43be91e8d9&limit=100|method called.
1/25 0:27:59|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
1/25 0:27:59|Utils|getURLTracker|urlString = http://172.24.1.4:8086/api/v2/dashboards?orgID=01388c43be91e8d9&limit=100, requestOrResponce = request
1/25 0:27:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629879368
1/25 0:27:59|Utils|convertToSecond method called|time = 77439.0
1/25 0:27:59|Utils|isSplit|Method called.
1/25 0:27:59|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:27:59|Utils|isSplit|Splitting for method GET = false
1/25 0:27:59|Utils|isSplit|result = false
1/25 0:27:59|Utils|isSplitForTimeDiff|Method called.
1/25 0:27:59|Utils|isSplit|Splitting for time 3.187999999999988 = false
1/25 0:27:59|Utils|isSplit|result = false
1/25 0:27:59|Utils|isSplitForURLType|Method called.
1/25 0:27:59|Utils|isSplitForURLType|value = false
1/25 0:27:59|Utils|isSplitForURLType|value = false
1/25 0:27:59|Utils|isSplit|isSplitForURLType = false
1/25 0:27:59|ChromeRecordingHttpListener|dumpRequestHeaders|Auto split page for user click = http://172.24.1.4:8086/api/v2/dashboards?orgID=01388c43be91e8d9&limit=100
1/25 0:27:59|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
1/25 0:27:59|ChromeRecordingHttpListener|onBeforeSendHeaders for url = http://172.24.1.4:8086/health|method called.
1/25 0:27:59|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
1/25 0:27:59|Utils|getURLTracker|urlString = http://172.24.1.4:8086/health, requestOrResponce = request
1/25 0:27:59|ChromeRecordingHttpListener|dumpRequestHeaders|URL is alredy captured. http://172.24.1.4:8086/health
1/25 0:27:59|Utils|getURLTracker|urlString = http://172.24.1.4:8086/health, requestOrResponce = response
1/25 0:27:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629879449
1/25 0:27:59|Utils|convertToSecond method called|time = 77520.0
1/25 0:27:59|Utils|isSplit|Method called.
1/25 0:27:59|Utils|isSplit|Splitting for method GET = false
1/25 0:27:59|Utils|isSplit|result = false
1/25 0:27:59|Utils|isSplitForTimeDiff|Method called.
1/25 0:27:59|Utils|isSplit|result = false
1/25 0:27:59|Utils|isSplitForURLType|Method called.
1/25 0:27:59|Utils|isSplitForURLType|value = true
1/25 0:27:59|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for URL type = http://172.24.1.4:8086/health
1/25 0:27:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629879449
1/25 0:27:59|Utils|convertToSecond method called|time = 77520.0
1/25 0:27:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629879449
1/25 0:27:59|Utils|convertToSecond method called|time = 77520.0
1/25 0:27:59|ChromeRecordingHttpListener|onCompleted |No URL tracker created for request - http://172.24.1.4:8086/health_value: 351

1/25 0:27:59|Utils|getURLTracker|urlString = http://172.24.1.4:8086/api/v2/dashboards?orgID=01388c43be91e8d9&limit=100, requestOrResponce = response
1/25 0:27:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629879461
1/25 0:27:59|Utils|convertToSecond method called|time = 77532.0
1/25 0:27:59|Utils|isSplit|Method called.
1/25 0:27:59|Utils|isSplit|Splitting for Ajax Header = false
1/25 0:27:59|Utils|isSplit|Splitting for method GET = false
1/25 0:27:59|Utils|isSplit|result = false
1/25 0:27:59|Utils|isSplitForTimeDiff|Method called.
1/25 0:27:59|Utils|isSplit|Splitting for time -0.08100000000000307 = false
1/25 0:27:59|Utils|isSplit|result = false
1/25 0:27:59|Utils|isSplitForURLType|Method called.
1/25 0:27:59|Utils|isSplitForURLType|value = false
1/25 0:27:59|Utils|isSplitForURLType|value = true
1/25 0:27:59|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for URL type = http://172.24.1.4:8086/api/v2/dashboards?orgID=01388c43be91e8d9&limit=100
1/25 0:27:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629879461
1/25 0:27:59|Utils|convertToSecond method called|time = 77532.0
1/25 0:27:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629879461
1/25 0:27:59|Utils|convertToSecond method called|time = 77532.0
1/25 0:27:59|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\kanhucharan.ghadai\Desktop\recorder\\scripts\workspace/admin/system/cavisson/default/default/scripts/influxdbook\dump\flow\172.24.1.4_8086/api/v2/
1/25 0:28:0|ChromeCClickListener|handleEvent|Method Called.
1/25 0:28:0|ChromeCClickListener|dumpEvent|Method Called. Event Type: value: "click"

 Tag Name = SPAN
1/25 0:28:0|ChromeCClickListener|addSpanElement|Method Called.
1/25 0:28:0|Utils|setRecordingComments|method called.
1/25 0:28:0|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9
1/25 0:28:0|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9  ===== Begin = 1674629880151
1/25 0:28:0|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9, requestOrResponce = snapShot
1/25 0:28:0|ChromeCClickListener|handleEvent|Method Called.
1/25 0:28:0|ChromeCClickListener|dumpEvent|Method Called. Event Type: value: "click"

 Tag Name = SPAN
1/25 0:28:0|ChromeCClickListener|addSpanElement|Method Called.
1/25 0:28:0|Utils|setRecordingComments|method called.
1/25 0:28:0|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9
1/25 0:28:0|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9  ===== Begin = 1674629880334
1/25 0:28:0|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9, requestOrResponce = snapShot
1/25 0:28:0|ChromeCClickListener|handleEvent|Method Called.
1/25 0:28:0|ChromeCClickListener|dumpEvent|Method Called. Event Type: value: "click"

 Tag Name = SPAN
1/25 0:28:0|ChromeCClickListener|addSpanElement|Method Called.
1/25 0:28:0|Utils|setRecordingComments|method called.
1/25 0:28:0|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9
1/25 0:28:0|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9  ===== Begin = 1674629880559
1/25 0:28:0|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9, requestOrResponce = snapShot
1/25 0:28:1|ChromeCClickListener|handleEvent|Method Called.
1/25 0:28:1|ChromeCClickListener|dumpEvent|Method Called. Event Type: value: "click"

 Tag Name = DIV
1/25 0:28:1|ChromeCClickListener|dumpEvent|Unhandled Tag-Child Node == DIV
1/25 0:28:1|Utils|setRecordingComments|method called.
1/25 0:28:1|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9/load-data/sources
1/25 0:28:1|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9/load-data/sources  ===== Begin = 1674629881674
1/25 0:28:1|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9/load-data/sources, requestOrResponce = snapShot
1/25 0:28:1|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9
1/25 0:28:1|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9  ===== Begin = 1674629881674
1/25 0:28:1|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9, requestOrResponce = snapShot
1/25 0:28:1|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9/load-data/sources
1/25 0:28:1|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9/load-data/sources  ===== Begin = 1674629881683
1/25 0:28:1|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9/load-data/sources, requestOrResponce = snapShot
1/25 0:28:2|ChromeCClickListener|handleEvent|Method Called.
1/25 0:28:2|ChromeCClickListener|dumpEvent|Method Called. Event Type: value: "click"

 Tag Name = SPAN
1/25 0:28:3|ChromeCClickListener|addSpanElement|Method Called.
1/25 0:28:3|Utils|setRecordingComments|method called.
1/25 0:28:3|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9/notebooks
1/25 0:28:3|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9/notebooks  ===== Begin = 1674629883007
1/25 0:28:3|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9/notebooks, requestOrResponce = snapShot
1/25 0:28:3|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9/load-data/sources
1/25 0:28:3|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9/load-data/sources  ===== Begin = 1674629883007
1/25 0:28:3|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9/load-data/sources, requestOrResponce = snapShot
1/25 0:28:3|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9/notebooks
1/25 0:28:3|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9/notebooks  ===== Begin = 1674629883014
1/25 0:28:3|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9/notebooks, requestOrResponce = snapShot
1/25 0:28:3|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
1/25 0:28:3|ChromeRecordingHttpListener|onBeforeSendHeaders for url = http://172.24.1.4:8086/api/v2private/notebooks?orgID=01388c43be91e8d9|method called.
1/25 0:28:3|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
1/25 0:28:3|Utils|getURLTracker|urlString = http://172.24.1.4:8086/api/v2private/notebooks?orgID=01388c43be91e8d9, requestOrResponce = request
1/25 0:28:3|ChromeRecordingHttpListener|dumpRequestHeaders|URL is alredy captured. http://172.24.1.4:8086/api/v2private/notebooks?orgID=01388c43be91e8d9
1/25 0:28:3|Utils|getURLTracker|urlString = http://172.24.1.4:8086/api/v2private/notebooks?orgID=01388c43be91e8d9, requestOrResponce = response
1/25 0:28:3|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629883201
1/25 0:28:3|Utils|convertToSecond method called|time = 81272.0
1/25 0:28:3|Utils|isSplit|Method called.
1/25 0:28:3|Utils|isSplit|Splitting for method GET = false
1/25 0:28:3|Utils|isSplit|result = false
1/25 0:28:3|Utils|isSplitForTimeDiff|Method called.
1/25 0:28:3|Utils|isSplit|result = false
1/25 0:28:3|Utils|isSplitForURLType|Method called.
1/25 0:28:3|Utils|isSplitForURLType|value = true
1/25 0:28:3|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for URL type = http://172.24.1.4:8086/api/v2private/notebooks?orgID=01388c43be91e8d9
1/25 0:28:3|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629883201
1/25 0:28:3|Utils|convertToSecond method called|time = 81272.0
1/25 0:28:3|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1674629883201
1/25 0:28:3|Utils|convertToSecond method called|time = 81272.0
1/25 0:28:3|ChromeRecordingHttpListener|onCompleted |No URL tracker created for request - http://172.24.1.4:8086/api/v2private/notebooks?orgID=01388c43be91e8d9_value: 356

1/25 0:28:4|ChromeCClickListener|handleEvent|Method Called.
1/25 0:28:4|ChromeCClickListener|dumpEvent|Method Called. Event Type: value: "click"

 Tag Name = SPAN
1/25 0:28:4|ChromeCClickListener|addSpanElement|Method Called.
1/25 0:28:4|Utils|setRecordingComments|method called.
1/25 0:28:4|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9
1/25 0:28:4|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9  ===== Begin = 1674629884323
1/25 0:28:4|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9, requestOrResponce = snapShot
1/25 0:28:4|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9/notebooks
1/25 0:28:4|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://172.24.1.4:8086/orgs/01388c43be91e8d9/notebooks  ===== Begin = 1674629884332
1/25 0:28:4|Utils|getURLTracker|urlString = http://172.24.1.4:8086/orgs/01388c43be91e8d9/notebooks, requestOrResponce = snapShot
1/25 0:28:4|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://172.24.1.4:8086/orgs/01388c43be91e8d9
